venue_id	latitude	longitude	venue_type	date
4af88e04f964a5203c0e22e3	48.142466	11.577573	Bus Station	Wed Apr 04 07:57:24 +0000 2012
4af80c45f964a520cd0a22e3	48.176646	11.532533	Office	Wed Apr 04 07:57:49 +0000 2012
4b50433bf964a520541f27e3	48.290218	11.581564	Office	Wed Apr 04 07:59:43 +0000 2012
4bfc38e41be376b01355f8b4	48.145372	11.569591	Light Rail	Wed Apr 04 08:10:21 +0000 2012
4e157e7752b1b9e564408c8b	48.153413	11.528861	Office	Wed Apr 04 09:21:38 +0000 2012
4c1763efc2dfc9286fe3a769	48.139208	11.565068	Salad Place	Wed Apr 04 09:27:29 +0000 2012
4ade0d12f964a5209d6a21e3	48.137231	11.574311	Department Store	Wed Apr 04 09:37:02 +0000 2012
4b0ad1b6f964a520662823e3	48.136874	11.574547	Electronics Store	Wed Apr 04 09:51:59 +0000 2012
4ade0ccef964a520246921e3	48.137162	11.575377	Plaza	Wed Apr 04 10:03:57 +0000 2012
4b49d98af964a520977426e3	48.117395	11.540044	Caf	Wed Apr 04 10:53:04 +0000 2012
4b8a656bf964a520396b32e3	48.185798	11.620236	Beer Garden	Wed Apr 04 10:54:04 +0000 2012
4b2bce04f964a52054bb24e3	48.139592	11.573513	Italian Restaurant	Wed Apr 04 10:56:35 +0000 2012
4afaa54bf964a520391822e3	48.150447	11.543426	Italian Restaurant	Wed Apr 04 10:57:53 +0000 2012
4b1a6103f964a5208be923e3	48.137340	11.566345	Italian Restaurant	Wed Apr 04 11:26:56 +0000 2012
4b1a6103f964a5208be923e3	48.137340	11.566345	Italian Restaurant	Wed Apr 04 11:28:03 +0000 2012
4ade0d26f964a5200e6b21e3	48.140404	11.575320	Mall	Wed Apr 04 11:42:08 +0000 2012
4ade0d27f964a520176b21e3	48.150619	11.580598	University	Wed Apr 04 12:28:09 +0000 2012
4d5bf93d6f6d6ea8240960ec	48.151485	11.582980	College Administrative Building	Wed Apr 04 12:31:02 +0000 2012
4bfc38e41be376b01355f8b4	48.145372	11.569591	Light Rail	Wed Apr 04 13:34:19 +0000 2012
4d50fec59d4937046ad0c739	48.139276	11.564808	Light Rail	Wed Apr 04 13:52:22 +0000 2012
4cb306b8eb65b1f7e57180cd	48.140163	11.576227	Miscellaneous Shop	Wed Apr 04 14:07:34 +0000 2012
4c2ded98e116e21e57588f60	48.176022	11.521417	Light Rail	Wed Apr 04 14:13:34 +0000 2012
4d388d249784a093fa44e1e8	48.133666	11.544220	Coffee Shop	Wed Apr 04 14:34:47 +0000 2012
4bf3a06d3f86c9b63855b21c	48.134874	11.576399	Breakfast Spot	Wed Apr 04 14:35:20 +0000 2012
4c32cf067cc0c9b67be3f09a	48.181530	11.510891	Bakery	Wed Apr 04 14:38:20 +0000 2012
4e57bee018a82d0a3349f14b	48.136004	11.577355	Dessert Shop	Wed Apr 04 14:39:23 +0000 2012
4b052a4df964a5204b5722e3	48.137998	11.580030	Coffee Shop	Wed Apr 04 14:47:08 +0000 2012
4ddd1f0422713339cd2516c7	48.139448	11.587021	Italian Restaurant	Wed Apr 04 14:48:53 +0000 2012
4ba4e2c3f964a52008bf38e3	48.139865	11.577711	Sculpture Garden	Wed Apr 04 14:58:09 +0000 2012
4bd09dcf1f89ce72edbc67ea	48.148093	11.624739	Hotel	Wed Apr 04 15:19:33 +0000 2012
4bbdc991a0a0c9b6d2f61b0f	48.212380	11.563310	Mall	Wed Apr 04 15:24:36 +0000 2012
4b744ea5f964a52017d42de3	48.125759	11.582573	Turkish Restaurant	Wed Apr 04 15:32:53 +0000 2012
4ba26ffff964a520f1f837e3	48.129148	11.574354	Subway	Wed Apr 04 15:53:05 +0000 2012
4e7cae7a88777c30773203e4	48.129369	11.578310	Home (private)	Wed Apr 04 15:53:18 +0000 2012
4bdeab630ee3a593427031b0	48.137376	11.555883	Diner	Wed Apr 04 16:05:11 +0000 2012
4c0101a19a950f47126508c6	48.257984	11.557680	Miscellaneous Shop	Wed Apr 04 16:06:17 +0000 2012
4b0fde60f964a520ac6523e3	48.127802	11.604223	Train Station	Wed Apr 04 16:44:13 +0000 2012
4eb973f16c2590eb89bea1f2	48.130836	11.497097	Road	Wed Apr 04 16:52:30 +0000 2012
4be9807c1838952165b90acf	48.139913	11.578120	Plaza	Wed Apr 04 17:05:19 +0000 2012
4ade0d0af964a520716a21e3	48.139401	11.578603	Opera House	Wed Apr 04 17:06:59 +0000 2012
4c2e321a987f20a1fbbb4aaa	48.139297	11.582455	Japanese Restaurant	Wed Apr 04 17:09:53 +0000 2012
4c27a6dac11dc9b6f1f52a24	48.211843	11.559518	Home (private)	Wed Apr 04 17:12:21 +0000 2012
4bae1281f964a520fc803be3	48.254536	11.444194	Train Station	Wed Apr 04 17:20:58 +0000 2012
4bc7176c2f94d13af937117f	48.121184	11.604996	Train	Wed Apr 04 17:29:27 +0000 2012
4bdac112c79cc9288c937fe9	48.137597	11.564451	Fast Food Restaurant	Wed Apr 04 17:32:30 +0000 2012
4ecd2865f7908e99a20519cc	48.160926	11.564946	Home (private)	Wed Apr 04 17:41:50 +0000 2012
4eb589aa8b81a81f9098338e	48.131003	11.567450	Art Gallery	Wed Apr 04 17:53:06 +0000 2012
4b3a578bf964a5201c6525e3	48.139378	11.563827	Multiplex	Wed Apr 04 17:58:49 +0000 2012
4ade0d0cf964a5207c6a21e3	48.194950	11.608206	Concert Hall	Wed Apr 04 18:01:47 +0000 2012
4b5077b7f964a520312427e3	48.134539	11.570510	Pizza Place	Wed Apr 04 18:05:13 +0000 2012
4b19522af964a52034db23e3	48.101235	11.645494	Coffee Shop	Wed Apr 04 18:09:09 +0000 2012
4b754e97f964a52074052ee3	48.136188	11.574586	Steakhouse	Wed Apr 04 18:32:21 +0000 2012
4b616276f964a520ba112ae3	48.139129	11.565342	Train Station	Wed Apr 04 18:53:23 +0000 2012
4ade0ce7f964a520b46921e3	48.134376	11.558673	Indian Restaurant	Wed Apr 04 19:07:39 +0000 2012
4bd09dcf1f89ce72edbc67ea	48.148093	11.624739	Hotel	Wed Apr 04 19:30:07 +0000 2012
4f1048b7e4b03856ef0da0bb	48.118425	11.586974	Home (private)	Wed Apr 04 19:32:38 +0000 2012
4b48f699f964a520b25f26e3	48.137139	11.575685	Train Station	Wed Apr 04 21:28:22 +0000 2012
4bd5e97a29eb9c74452f94e1	48.099705	11.294540	Neighborhood	Thu Apr 05 08:13:31 +0000 2012
4c8dfee7b3bcb60c54855527	48.155862	11.583028	College Library	Thu Apr 05 08:17:17 +0000 2012
4ade0cc7f964a520026921e3	48.139342	11.565684	Plaza	Thu Apr 05 08:25:49 +0000 2012
4c24876cb7b8a593a3903ce8	48.182788	11.596575	Financial or Legal Service	Thu Apr 05 08:59:40 +0000 2012
4ade0d1ef964a520e16a21e3	48.136086	11.572659	Clothing Store	Thu Apr 05 09:25:41 +0000 2012
4b5efc9ff964a52019a129e3	48.142376	11.577165	Coffee Shop	Thu Apr 05 09:44:13 +0000 2012
4dab10490437dccbd8141565	48.096722	11.564117	Gas Station / Garage	Thu Apr 05 10:10:39 +0000 2012
4b5095e5f964a520512827e3	48.142924	11.577401	Subway	Thu Apr 05 10:12:21 +0000 2012
4bae4919f964a520599d3be3	48.148479	11.616476	Subway	Thu Apr 05 10:29:11 +0000 2012
4db9aead6a2334682dadea12	48.129860	11.573233	Bank	Thu Apr 05 12:02:56 +0000 2012
4ba26ffff964a520f1f837e3	48.129148	11.574354	Subway	Thu Apr 05 12:03:07 +0000 2012
4ade0cd9f964a520636921e3	48.143804	11.585955	Art Museum	Fri Apr 06 13:46:10 +0000 2012
4b1c0058f964a5207b0024e3	48.139251	11.577396	Coffee Shop	Fri Apr 06 14:08:36 +0000 2012
4ade0d09f964a5206b6a21e3	48.129434	11.556931	Movie Theater	Fri Apr 06 14:35:35 +0000 2012
4ade0cdaf964a520666921e3	48.176589	11.559141	Museum	Fri Apr 06 15:26:27 +0000 2012
4bd5743f29eb9c749b4793e1	48.135180	11.570012	Coffee Shop	Fri Apr 06 15:53:20 +0000 2012
4cd4616a89eb6dcbc0b6211e	48.125541	11.535618	Park	Fri Apr 06 16:06:59 +0000 2012
4bd3317ea8b3a5933550695f	48.137195	11.578851	Hotel	Fri Apr 06 16:27:14 +0000 2012
4b5d4d10f964a5203e5929e3	48.135672	11.580375	Drugstore / Pharmacy	Sat Apr 07 12:41:28 +0000 2012
4b608713f964a520c0eb29e3	48.128971	11.363892	Train Station	Sat Apr 07 12:49:52 +0000 2012
4e858e768b81fc32c53cfd5d	48.097783	11.646302	Professional & Other Places	Sat Apr 07 12:51:56 +0000 2012
4b4db320f964a520f1d526e3	48.137278	11.576437	Department Store	Sat Apr 07 12:58:40 +0000 2012
4b642aabf964a5201da22ae3	48.189066	11.585510	Clothing Store	Sat Apr 07 13:22:07 +0000 2012
4ade0d29f964a520216b21e3	48.218783	11.624662	Soccer Stadium	Sat Apr 07 13:27:37 +0000 2012
4c51bb27d2a7c9b65120b211	48.159077	11.574921	Grocery Store	Sat Apr 07 14:04:19 +0000 2012
4b5b019ff964a52072de28e3	48.138976	11.577369	Men's Store	Sat Apr 07 14:18:08 +0000 2012
4b08144df964a520680323e3	48.139084	11.565798	Bookstore	Sat Apr 07 14:33:32 +0000 2012
4b309b48f964a5206afa24e3	48.135921	11.575502	Department Store	Sat Apr 07 14:55:24 +0000 2012
4be57d21910020a1e8fed214	48.139109	11.567116	Clothing Store	Sat Apr 07 14:57:13 +0000 2012
4ade0d1ef964a520e26a21e3	48.138014	11.571905	Men's Store	Sat Apr 07 15:59:31 +0000 2012
4b5af9b9f964a52007dd28e3	48.137317	11.574954	Men's Store	Sat Apr 07 16:02:30 +0000 2012
4b0ad1b6f964a520662823e3	48.136874	11.574547	Electronics Store	Sat Apr 07 16:06:04 +0000 2012
4c92091eae45224b3e82ec97	48.138129	11.575083	Clothing Store	Sat Apr 07 16:20:19 +0000 2012
4ade0cc7f964a520026921e3	48.139342	11.565684	Plaza	Sat Apr 07 16:34:32 +0000 2012
4bd5ae106f64952191706fec	48.139481	11.574002	Clothing Store	Sat Apr 07 17:03:49 +0000 2012
4f493492e4b0e4755db4ee87	48.275636	11.567296	Rest Area	Sat Apr 07 17:47:30 +0000 2012
4dc6be067d8b14fb464a4321	48.209400	11.613028	Field	Sat Apr 07 17:59:39 +0000 2012
4bcfee37462cb71376a1d707	48.140937	11.560842	Bagel Shop	Sat Apr 07 19:41:14 +0000 2012
4f1048b7e4b03856ef0da0bb	48.118425	11.586974	Home (private)	Sat Apr 07 20:23:07 +0000 2012
4e8328360aaf371d669e5246	48.124205	11.628910	Home (private)	Sat Apr 07 20:45:31 +0000 2012
4c62f9b4eb82d13a33b606d6	48.081966	11.691548	Gas Station / Garage	Sat Apr 07 21:34:26 +0000 2012
4df1028b1838e429ae52db9b	48.132569	11.572666	Nightclub	Sat Apr 07 23:18:02 +0000 2012
4f493492e4b0e4755db4ee87	48.275636	11.567296	Rest Area	Sun Apr 08 06:37:12 +0000 2012
4bad0288f964a52000243be3	48.128837	11.568102	Office	Sun Apr 08 08:16:30 +0000 2012
4ade0cd9f964a520626921e3	48.138266	11.571448	Museum	Sun Apr 08 08:39:39 +0000 2012
4c73fa73d8948cfa1cac63da	48.136876	11.528963	Church	Sun Apr 08 08:55:17 +0000 2012
4b88fdd4f964a5201b1732e3	48.160270	11.574868	Caf	Sun Apr 08 09:00:26 +0000 2012
4d7b26f461f1a0901f950c6c	48.138714	11.570374	Church	Sun Apr 08 09:03:56 +0000 2012
4ee0533fe5fa0be3464d816c	48.137255	11.575399	City Hall	Sun Apr 08 09:30:22 +0000 2012
4ade0ccef964a520246921e3	48.137162	11.575377	Plaza	Sun Apr 08 09:30:39 +0000 2012
4ade0d12f964a5209c6a21e3	48.135263	11.576178	Market	Sun Apr 08 09:40:30 +0000 2012
4ade0d12f964a5209c6a21e3	48.135263	11.576178	Market	Sun Apr 08 09:40:30 +0000 2012
4e15dab6c65b14b6ca374292	48.182057	11.510175	Food	Sun Apr 08 10:12:17 +0000 2012
4be51b462457a593952bab15	48.266659	11.467724	Historic Site	Sun Apr 08 10:33:18 +0000 2012
4c706901b5a5236a1c555052	48.134370	11.523189	Gas Station / Garage	Sun Apr 08 10:54:55 +0000 2012
4b362302f964a520693025e3	48.116733	11.528290	German Restaurant	Sun Apr 08 11:27:56 +0000 2012
4ade0cd9f964a520646921e3	48.146904	11.571908	Art Museum	Sun Apr 08 11:56:37 +0000 2012
4b01843ef964a520094322e3	48.143050	11.577834	Coffee Shop	Sun Apr 08 12:03:33 +0000 2012
4cdc40b04006a1438497ddb2	48.138129	11.555927	German Restaurant	Sun Apr 08 13:35:56 +0000 2012
4b140727f964a520069c23e3	48.142523	11.535988	Train Station	Sun Apr 08 14:03:55 +0000 2012
4b0674e2f964a520f4eb22e3	48.140547	11.555772	Train Station	Sun Apr 08 14:04:44 +0000 2012
4b0effeff964a520da5d23e3	48.213435	11.541095	Train Station	Sun Apr 08 14:39:35 +0000 2012
4ade0cc7f964a520026921e3	48.139342	11.565684	Plaza	Sun Apr 08 16:04:58 +0000 2012
4d68de9d9bd6a1436b1557df	48.153282	11.560922	Ramen /  Noodle House	Sun Apr 08 16:32:29 +0000 2012
4ade0ccef964a520246921e3	48.137162	11.575377	Plaza	Sun Apr 08 17:24:15 +0000 2012
4b0672ecf964a520e9eb22e3	48.135299	11.553267	Restaurant	Sun Apr 08 17:29:49 +0000 2012
4ade0cd4f964a5204a6921e3	48.137182	11.575299	Plaza	Sun Apr 08 17:30:10 +0000 2012
4ade0d10f964a520916a21e3	48.137930	11.588023	Theater	Sun Apr 08 18:47:22 +0000 2012
4f6f5fa7e4b0f375fb4c9ef9	48.167354	11.564300	Indie Movie Theater	Sun Apr 08 18:51:18 +0000 2012
4d724a18d976236ac5030479	48.141602	11.556992	Home (private)	Sun Apr 08 18:56:46 +0000 2012
4ade0ca0f964a5202c6821e3	48.137658	11.579795	Beer Garden	Sun Apr 08 19:26:14 +0000 2012
4b17a983f964a520e4c623e3	48.139691	11.606482	Indian Restaurant	Sun Apr 08 19:28:32 +0000 2012
4bdbfea96547d13a142d7c26	48.139802	11.562134	Wine Bar	Sun Apr 08 20:21:37 +0000 2012
4f1048b7e4b03856ef0da0bb	48.118425	11.586974	Home (private)	Sun Apr 08 22:42:13 +0000 2012
4dbc66aa1e72b351cab229fd	48.140544	11.562170	Nightclub	Sun Apr 08 22:50:45 +0000 2012
4ade0c8cf964a520c06721e3	48.141532	11.559364	Hotel	Sun Apr 08 23:23:44 +0000 2012
4f82c203e4b06d09fb4b1745	48.140657	11.556971	Moving Target	Mon Apr 09 11:03:41 +0000 2012
4b69ace8f964a520beac2be3	48.122210	11.662784	Gym	Mon Apr 09 11:30:56 +0000 2012
4bd42240046076b077667771	48.131940	11.575851	Breakfast Spot	Mon Apr 09 13:57:07 +0000 2012
4d80a607551ea1cd1cb41dc5	48.151332	11.557828	Gym	Mon Apr 09 14:25:21 +0000 2012
4ade0cd1f964a520346921e3	48.160473	11.563430	Pool	Mon Apr 09 15:35:59 +0000 2012
4d724a18d976236ac5030479	48.141602	11.556992	Home (private)	Mon Apr 09 16:12:54 +0000 2012
4cd4616a89eb6dcbc0b6211e	48.125541	11.535618	Park	Mon Apr 09 16:13:20 +0000 2012
4ce2f12657d9b60cfe4a9cb5	48.121216	11.559852	Cajun / Creole Restaurant	Mon Apr 09 16:43:10 +0000 2012
4d020cdc6b0c236ac349aca2	48.140446	11.559412	Sandwich Place	Mon Apr 09 16:53:52 +0000 2012
4b2193c9f964a520413e24e3	48.148200	11.553218	Movie Theater	Mon Apr 09 17:11:48 +0000 2012
4f737f9ae4b02c6aef6bed21	48.133774	11.435338	Home (private)	Mon Apr 09 17:20:07 +0000 2012
4b2120b0f964a5201b3724e3	48.139960	11.560557	Train Station	Mon Apr 09 17:33:44 +0000 2012
4d120291f898b1f777a4d581	48.124027	11.587936	Italian Restaurant	Mon Apr 09 18:39:39 +0000 2012
4f6dff32e4b0ac4cdac9b8a3	48.167373	11.564144	Burrito Place	Mon Apr 09 18:53:00 +0000 2012
4ba26ffff964a520f1f837e3	48.129148	11.574354	Subway	Mon Apr 09 19:38:01 +0000 2012
4e7cae7a88777c30773203e4	48.129369	11.578310	Home (private)	Mon Apr 09 19:38:15 +0000 2012
4e8328360aaf371d669e5246	48.124205	11.628910	Home (private)	Mon Apr 09 20:08:59 +0000 2012
4f1048b7e4b03856ef0da0bb	48.118425	11.586974	Home (private)	Mon Apr 09 20:20:26 +0000 2012
4b3a578bf964a5201c6525e3	48.139378	11.563827	Multiplex	Mon Apr 09 20:55:48 +0000 2012
4e6665f0091afcffda201967	48.075660	11.715513	City	Mon Apr 09 21:21:51 +0000 2012
4b5e8ae8f964a5202a9229e3	48.070846	11.376482	Train Station	Mon Apr 09 22:18:21 +0000 2012
4ba26ffff964a520f1f837e3	48.129148	11.574354	Subway	Tue Apr 10 03:38:16 +0000 2012
4b600be1f964a52025d429e3	48.134089	11.545137	Office	Tue Apr 10 04:04:39 +0000 2012
4c0dcda398102d7f4ac9e206	48.148880	11.460700	Caf	Tue Apr 10 04:44:13 +0000 2012
4c4fe39bf080a593dd1596e1	48.135257	11.689818	Office	Tue Apr 10 05:34:03 +0000 2012
4b0674e2f964a520f4eb22e3	48.140547	11.555772	Train Station	Tue Apr 10 05:56:45 +0000 2012
4b86ad71f964a520b99531e3	48.149814	11.548626	Office	Tue Apr 10 06:30:59 +0000 2012
4ba1dc93f964a52077cf37e3	48.288237	11.581221	Train Station	Tue Apr 10 06:33:42 +0000 2012
4bad0288f964a52000243be3	48.128837	11.568102	Office	Tue Apr 10 06:44:08 +0000 2012
4b30788cf964a520c1f924e3	48.124579	11.549898	Government Building	Tue Apr 10 06:49:57 +0000 2012
4c35cc16213c2d7f179e3a5d	48.180998	11.510814	Light Rail	Tue Apr 10 06:57:44 +0000 2012
4caf34c3c5e6a1cd05cbcaf6	48.142995	11.546845	Coworking Space	Tue Apr 10 07:09:52 +0000 2012
4bfc38e41be376b01355f8b4	48.145372	11.569591	Light Rail	Tue Apr 10 07:55:41 +0000 2012
4b30788cf964a520c1f924e3	48.124579	11.549898	Government Building	Tue Apr 10 08:00:20 +0000 2012
4b08144df964a520680323e3	48.139084	11.565798	Bookstore	Tue Apr 10 08:05:42 +0000 2012
4b616276f964a520ba112ae3	48.139129	11.565342	Train Station	Tue Apr 10 08:19:16 +0000 2012
4ef07961e300f78a2db79740	48.150199	11.682900	Coworking Space	Tue Apr 10 08:22:46 +0000 2012
4de339c71f6e3190cd235e66	48.139233	11.565569	Coffee Shop	Tue Apr 10 08:29:08 +0000 2012
4b69ae50f964a52032ad2be3	48.197230	11.601505	Office	Tue Apr 10 08:45:25 +0000 2012
4f297fdde4b0576e6de16bd9	48.139463	11.562923	Men's Store	Tue Apr 10 08:48:21 +0000 2012
4b2cbea1f964a520f5c824e3	48.040734	11.657696	Furniture / Home Store	Tue Apr 10 08:55:45 +0000 2012
4bc5b8486a3e9c74c22df648	48.089528	11.648846	Office	Tue Apr 10 09:28:31 +0000 2012
4b1bee63f964a5202dff23e3	48.137959	11.564891	Asian Restaurant	Tue Apr 10 09:34:47 +0000 2012
4db947f4b5928d7fda7035b7	48.289794	11.582906	Office	Tue Apr 10 09:42:08 +0000 2012
4e6470371f6ef7d07b913f5a	48.288526	11.581607	Office	Tue Apr 10 09:42:43 +0000 2012
4b0ad1b6f964a520662823e3	48.136874	11.574547	Electronics Store	Tue Apr 10 09:52:08 +0000 2012
4ade0cc7f964a520026921e3	48.139342	11.565684	Plaza	Tue Apr 10 09:54:39 +0000 2012
4b5f4ebbf964a52027b329e3	48.123792	11.758126	Rest Area	Tue Apr 10 09:55:06 +0000 2012
4b758650f964a5209f112ee3	48.140533	11.559420	Travel Lounge	Tue Apr 10 09:55:53 +0000 2012
4d28ee60b818a35d0a079a8a	48.147571	11.558865	Plaza	Tue Apr 10 10:08:50 +0000 2012
4b0674e2f964a520f4eb22e3	48.140547	11.555772	Train Station	Tue Apr 10 10:12:50 +0000 2012
4ade0d14f964a520a86a21e3	48.140766	11.568471	Furniture / Home Store	Tue Apr 10 10:54:42 +0000 2012
4bae2f91f964a520478f3be3	48.152734	11.532576	Department Store	Tue Apr 10 11:04:41 +0000 2012
4ade0d22f964a520f86a21e3	48.139068	11.567771	Department Store	Tue Apr 10 11:05:50 +0000 2012
4be57d21910020a1e8fed214	48.139109	11.567116	Clothing Store	Tue Apr 10 11:16:15 +0000 2012
4ade0ca0f964a5202a6821e3	48.138484	11.574393	German Restaurant	Tue Apr 10 11:29:25 +0000 2012
4b9fbbbdf964a520983937e3	48.153830	11.554160	University	Tue Apr 10 12:58:09 +0000 2012
4c627e7fe1621b8d0f842353	48.149896	11.545837	Grocery Store	Tue Apr 10 13:50:25 +0000 2012
4e60c1fc1495676d54fc1a15	48.136645	11.555986	Church	Tue Apr 10 15:38:31 +0000 2012
4e1450c6e4cd473c968e69c4	48.136929	11.555760	Deli / Bodega	Tue Apr 10 15:40:40 +0000 2012
4b8bc0c3f964a520a9a932e3	48.157102	11.571751	Post Office	Tue Apr 10 15:49:35 +0000 2012
4ba26ffff964a520f1f837e3	48.129148	11.574354	Subway	Tue Apr 10 16:30:17 +0000 2012
4c9f291919e4236a4e6e5689	48.248997	11.629979	Hotel	Tue Apr 10 17:02:43 +0000 2012
4ade0cc7f964a520026921e3	48.139342	11.565684	Plaza	Tue Apr 10 17:43:19 +0000 2012
4f1048b7e4b03856ef0da0bb	48.118425	11.586974	Home (private)	Tue Apr 10 17:43:42 +0000 2012
4bfa555f508c0f47c9f33f31	48.138436	11.568731	German Restaurant	Tue Apr 10 18:31:13 +0000 2012
4c34a327ed37a593882d6f03	48.139914	11.534788	Light Rail	Tue Apr 10 22:01:57 +0000 2012
4e1450c6e4cd473c968e69c4	48.136929	11.555760	Deli / Bodega	Tue Apr 10 22:27:50 +0000 2012
4ade0ca0f964a5202c6821e3	48.137658	11.579795	Beer Garden	Tue Apr 10 22:59:14 +0000 2012
4d724a18d976236ac5030479	48.141602	11.556992	Home (private)	Tue Apr 10 23:23:14 +0000 2012
4b6dd3adf964a5208c932ce3	48.126283	11.558733	German Restaurant	Wed Apr 11 00:01:05 +0000 2012
4ba26ffff964a520f1f837e3	48.129148	11.574354	Subway	Wed Apr 11 03:41:10 +0000 2012
4b600be1f964a52025d429e3	48.134089	11.545137	Office	Wed Apr 11 04:02:57 +0000 2012
4bdd8817645e0f4781a66b19	48.161500	11.553560	Bus Station	Wed Apr 11 05:02:35 +0000 2012
4c82598dd4e237042b2e6688	48.140032	11.533794	Boutique	Wed Apr 11 05:24:02 +0000 2012
4c7feff847cc224bb3926e9f	48.140307	11.530965	Light Rail	Wed Apr 11 05:24:49 +0000 2012
4e2d4cd2c65bcaf400413ce1	48.116485	11.603127	Office	Wed Apr 11 06:35:33 +0000 2012
4caf34c3c5e6a1cd05cbcaf6	48.142995	11.546845	Coworking Space	Wed Apr 11 06:55:38 +0000 2012
4b86ad71f964a520b99531e3	48.149814	11.548626	Office	Wed Apr 11 07:00:14 +0000 2012
4b86ad71f964a520b99531e3	48.149814	11.548626	Office	Wed Apr 11 07:01:23 +0000 2012
4bd5320e7b1876b0ca778a86	48.145308	11.479876	Fast Food Restaurant	Wed Apr 11 07:28:26 +0000 2012
4b5e8ae8f964a5202a9229e3	48.070846	11.376482	Train Station	Wed Apr 11 07:38:30 +0000 2012
4bbe03cf8a4fb71321b03d9d	48.136582	11.614096	Gym	Wed Apr 11 07:47:13 +0000 2012
4bc78f7b93bdeee19a8337ae	48.137057	11.555856	Hotel	Wed Apr 11 07:58:07 +0000 2012
4b0674e2f964a520f4eb22e3	48.140547	11.555772	Train Station	Wed Apr 11 08:10:19 +0000 2012
4e037608b0fb88a1209d810c	48.184844	11.504635	Playground	Wed Apr 11 08:47:39 +0000 2012
4be11c530f03a5933e8f18b4	48.134060	11.544981	Laundry Service	Wed Apr 11 08:59:32 +0000 2012
