auslastung	timestamp
68	8/9/2016 8:30
70	8/9/2016 8:31
74	8/9/2016 8:32
76	8/9/2016 8:37
78	8/9/2016 8:39
79	8/9/2016 8:40
80	8/9/2016 8:41
81	8/9/2016 8:42
84	8/9/2016 8:43
87	8/9/2016 8:47
90	8/9/2016 8:48
92	8/9/2016 8:51
94	8/9/2016 8:52
93	8/9/2016 8:54
94	8/9/2016 8:56
95	8/9/2016 8:56
93	8/9/2016 8:58
94	8/9/2016 8:59
95	8/9/2016 9:00
97	8/9/2016 9:02
100	8/9/2016 9:09
101	8/9/2016 9:12
103	8/9/2016 9:14
106	8/9/2016 9:21
105	8/9/2016 9:23
107	8/9/2016 9:24
108	8/9/2016 9:25
109	8/9/2016 9:29
110	8/9/2016 9:30
111	8/9/2016 9:32
112	8/9/2016 9:36
114	8/9/2016 9:39
115	8/9/2016 9:47
114	8/9/2016 9:51
115	8/9/2016 9:59
114	8/9/2016 10:00
113	8/9/2016 10:08
114	8/9/2016 10:09
115	8/9/2016 10:10
114	8/9/2016 10:11
115	8/9/2016 10:13
114	8/9/2016 10:14
115	8/9/2016 10:19
116	8/9/2016 10:26
117	8/9/2016 10:29
118	8/9/2016 10:30
119	8/9/2016 10:33
120	8/9/2016 10:38
121	8/9/2016 10:40
122	8/9/2016 10:43
123	8/9/2016 10:46
122	8/9/2016 10:50
123	8/9/2016 10:55
124	8/9/2016 10:59
123	8/9/2016 11:02
125	8/9/2016 11:05
124	8/9/2016 11:06
123	8/9/2016 11:08
124	8/9/2016 11:09
125	8/9/2016 11:14
126	8/9/2016 11:19
129	8/9/2016 11:21
128	8/9/2016 11:23
129	8/9/2016 11:24
128	8/9/2016 11:36
127	8/9/2016 11:43
126	8/9/2016 11:44
127	8/9/2016 11:45
126	8/9/2016 11:46
127	8/9/2016 11:54
129	8/9/2016 11:56
130	8/9/2016 12:01
129	8/9/2016 12:04
130	8/9/2016 12:07
131	8/9/2016 12:09
132	8/9/2016 12:13
131	8/9/2016 12:15
132	8/9/2016 12:24
133	8/9/2016 12:27
134	8/9/2016 12:27
135	8/9/2016 12:29
134	8/9/2016 12:29
137	8/9/2016 12:32
136	8/9/2016 12:34
137	8/9/2016 12:35
138	8/9/2016 12:41
137	8/9/2016 12:41
136	8/9/2016 12:44
137	8/9/2016 12:47
136	8/9/2016 12:50
135	8/9/2016 12:54
134	8/9/2016 12:55
135	8/9/2016 12:59
134	8/9/2016 13:02
133	8/9/2016 13:03
132	8/9/2016 13:07
133	8/9/2016 13:09
132	8/9/2016 13:11
133	8/9/2016 13:14
132	8/9/2016 13:20
131	8/9/2016 13:20
130	8/9/2016 13:24
131	8/9/2016 13:25
130	8/9/2016 13:33
129	8/9/2016 13:35
128	8/9/2016 13:36
127	8/9/2016 13:40
169	8/9/2016 13:47
168	8/9/2016 13:51
166	8/9/2016 13:52
165	8/9/2016 13:53
166	8/9/2016 13:54
165	8/9/2016 14:01
163	8/9/2016 14:03
162	8/9/2016 14:03
163	8/9/2016 14:05
162	8/9/2016 14:10
161	8/9/2016 14:14
162	8/9/2016 14:15
163	8/9/2016 14:19
162	8/9/2016 14:20
161	8/9/2016 14:22
162	8/9/2016 14:27
161	8/9/2016 14:30
160	8/9/2016 14:33
159	8/9/2016 14:40
160	8/9/2016 14:42
159	8/9/2016 14:43
158	8/9/2016 14:45
157	8/9/2016 14:52
155	8/9/2016 14:53
154	8/9/2016 14:56
153	8/9/2016 14:57
152	8/9/2016 15:02
153	8/9/2016 15:05
154	8/9/2016 15:08
153	8/9/2016 15:10
152	8/9/2016 15:11
153	8/9/2016 15:12
152	8/9/2016 15:16
151	8/9/2016 15:19
150	8/9/2016 15:20
149	8/9/2016 15:21
148	8/9/2016 15:22
149	8/9/2016 15:23
148	8/9/2016 15:30
147	8/9/2016 15:33
146	8/9/2016 15:35
147	8/9/2016 15:38
148	8/9/2016 15:42
149	8/9/2016 15:44
148	8/9/2016 15:46
146	8/9/2016 15:47
145	8/9/2016 15:49
147	8/9/2016 15:50
148	8/9/2016 15:51
147	8/9/2016 15:51
146	8/9/2016 15:52
145	8/9/2016 15:54
144	8/9/2016 15:58
141	8/9/2016 15:59
139	8/9/2016 16:00
137	8/9/2016 16:02
136	8/9/2016 16:03
135	8/9/2016 16:04
133	8/9/2016 16:07
132	8/9/2016 16:09
131	8/9/2016 16:09
130	8/9/2016 16:12
131	8/9/2016 16:14
130	8/9/2016 16:15
129	8/9/2016 16:19
127	8/9/2016 16:22
126	8/9/2016 16:27
125	8/9/2016 16:31
124	8/9/2016 16:32
125	8/9/2016 16:33
124	8/9/2016 16:34
125	8/9/2016 16:35
124	8/9/2016 16:41
123	8/9/2016 16:43
122	8/9/2016 16:44
120	8/9/2016 16:45
119	8/9/2016 16:46
120	8/9/2016 16:48
119	8/9/2016 16:52
117	8/9/2016 16:57
116	8/9/2016 16:58
117	8/9/2016 16:59
116	8/9/2016 17:00
115	8/9/2016 17:04
114	8/9/2016 17:05
115	8/9/2016 17:06
114	8/9/2016 17:09
113	8/9/2016 17:12
112	8/9/2016 17:12
111	8/9/2016 17:16
112	8/9/2016 17:18
111	8/9/2016 17:21
109	8/9/2016 17:23
110	8/9/2016 17:24
111	8/9/2016 17:25
110	8/9/2016 17:29
109	8/9/2016 17:33
108	8/9/2016 17:38
107	8/9/2016 17:40
104	8/9/2016 17:42
103	8/9/2016 17:43
101	8/9/2016 17:48
99	8/9/2016 17:54
98	8/9/2016 17:56
97	8/9/2016 17:57
94	8/9/2016 18:06
90	8/9/2016 18:07
87	8/9/2016 18:09
86	8/9/2016 18:11
85	8/9/2016 18:12
83	8/9/2016 18:15
82	8/9/2016 18:16
83	8/9/2016 18:17
80	8/9/2016 18:18
78	8/9/2016 18:23
77	8/9/2016 18:23
78	8/9/2016 18:26
76	8/9/2016 18:27
75	8/9/2016 18:30
73	8/9/2016 18:31
71	8/9/2016 18:34
70	8/9/2016 18:38
69	8/9/2016 18:38
68	8/9/2016 18:39
67	8/9/2016 18:40
65	8/9/2016 18:45
64	8/9/2016 18:47
65	8/9/2016 18:48
64	8/9/2016 18:49
61	8/9/2016 18:50
60	8/9/2016 18:51
59	8/9/2016 18:51
60	8/9/2016 18:54
58	8/9/2016 18:57
57	8/9/2016 18:57
56	8/9/2016 18:59
57	8/9/2016 19:00
56	8/9/2016 19:03
55	8/9/2016 19:06
54	8/9/2016 19:08
53	8/9/2016 19:19
52	8/9/2016 19:21
51	8/9/2016 19:21
49	8/9/2016 19:23
50	8/9/2016 19:24
48	8/9/2016 19:29
45	8/9/2016 19:31
44	8/9/2016 19:32
45	8/9/2016 19:34
46	8/9/2016 19:39
44	8/9/2016 19:40
43	8/9/2016 19:45
42	8/9/2016 19:45
40	8/9/2016 19:51
39	8/9/2016 19:52
40	8/9/2016 19:54
41	8/9/2016 19:58
42	8/9/2016 20:05
41	8/9/2016 20:10
38	8/9/2016 20:19
37	8/9/2016 20:22
36	8/9/2016 20:30
35	8/9/2016 20:36
34	8/9/2016 20:40
33	8/9/2016 20:42
34	8/9/2016 20:45
35	8/9/2016 20:49
34	8/9/2016 20:55
33	8/9/2016 21:00
32	8/9/2016 21:01
28	8/9/2016 21:11
27	8/9/2016 21:20
26	8/9/2016 21:21
25	8/9/2016 21:22
24	8/9/2016 21:29
25	8/9/2016 21:32
24	8/9/2016 21:39
23	8/9/2016 21:41
22	8/9/2016 21:51
23	8/9/2016 22:09
22	8/9/2016 22:09
23	8/9/2016 22:13
24	8/9/2016 22:16
22	8/9/2016 22:19
21	8/9/2016 22:20
20	8/9/2016 22:21
18	8/9/2016 22:30
16	8/9/2016 22:33
15	8/9/2016 22:37
16	8/9/2016 22:49
17	8/9/2016 22:55
16	8/9/2016 22:57
15	8/9/2016 22:59
13	8/9/2016 23:08
14	8/9/2016 23:10
13	8/9/2016 23:14
12	8/9/2016 23:26
13	8/9/2016 23:30
12	8/9/2016 23:34
11	8/9/2016 23:39
10	8/10/2016 0:20
9	8/10/2016 0:24
10	8/10/2016 0:40
9	8/10/2016 1:55
10	8/10/2016 2:41
9	8/10/2016 4:00
10	8/10/2016 6:19
11	8/10/2016 6:21
10	8/10/2016 6:22
11	8/10/2016 6:27
12	8/10/2016 6:28
13	8/10/2016 6:31
14	8/10/2016 6:44
15	8/10/2016 6:46
17	8/10/2016 6:57
18	8/10/2016 7:01
19	8/10/2016 7:03
20	8/10/2016 7:10
21	8/10/2016 7:14
22	8/10/2016 7:15
24	8/10/2016 7:18
25	8/10/2016 7:19
26	8/10/2016 7:22
27	8/10/2016 7:24
28	8/10/2016 7:25
29	8/10/2016 7:28
30	8/10/2016 7:29
31	8/10/2016 7:31
34	8/10/2016 7:42
37	8/10/2016 7:47
38	8/10/2016 7:47
39	8/10/2016 7:51
40	8/10/2016 7:52
39	8/10/2016 7:54
42	8/10/2016 7:55
43	8/10/2016 7:56
45	8/10/2016 7:59
46	8/10/2016 8:00
45	8/10/2016 8:00
46	8/10/2016 8:03
49	8/10/2016 8:04
53	8/10/2016 8:06
57	8/10/2016 8:09
58	8/10/2016 8:10
62	8/10/2016 8:12
63	8/10/2016 8:12
65	8/10/2016 8:13
68	8/10/2016 8:15
70	8/10/2016 8:17
71	8/10/2016 8:18
74	8/10/2016 8:19
73	8/10/2016 8:21
77	8/10/2016 8:22
78	8/10/2016 8:24
80	8/10/2016 8:25
83	8/10/2016 8:27
84	8/10/2016 8:28
85	8/10/2016 8:29
90	8/10/2016 8:29
91	8/10/2016 8:30
92	8/10/2016 8:31
93	8/10/2016 8:33
96	8/10/2016 8:35
97	8/10/2016 8:36
98	8/10/2016 8:37
99	8/10/2016 8:38
103	8/10/2016 8:39
104	8/10/2016 8:40
105	8/10/2016 8:42
107	8/10/2016 8:43
108	8/10/2016 8:44
109	8/10/2016 8:45
110	8/10/2016 8:46
111	8/10/2016 8:47
112	8/10/2016 8:48
111	8/10/2016 8:50
114	8/10/2016 8:52
113	8/10/2016 8:53
114	8/10/2016 8:55
113	8/10/2016 8:56
115	8/10/2016 8:58
113	8/10/2016 9:00
114	8/10/2016 9:02
115	8/10/2016 9:06
119	8/10/2016 9:08
120	8/10/2016 9:09
119	8/10/2016 9:10
120	8/10/2016 9:12
123	8/10/2016 9:15
124	8/10/2016 9:17
126	8/10/2016 9:18
127	8/10/2016 9:19
126	8/10/2016 9:20
127	8/10/2016 9:22
128	8/10/2016 9:23
131	8/10/2016 9:27
132	8/10/2016 9:29
134	8/10/2016 9:32
135	8/10/2016 9:33
136	8/10/2016 9:38
137	8/10/2016 9:40
139	8/10/2016 9:45
140	8/10/2016 9:45
141	8/10/2016 9:47
142	8/10/2016 9:49
143	8/10/2016 9:51
144	8/10/2016 9:52
145	8/10/2016 9:55
146	8/10/2016 9:56
148	8/10/2016 10:00
149	8/10/2016 10:08
150	8/10/2016 10:08
151	8/10/2016 10:10
152	8/10/2016 10:12
153	8/10/2016 10:16
152	8/10/2016 10:20
153	8/10/2016 10:21
152	8/10/2016 10:22
153	8/10/2016 10:24
154	8/10/2016 10:26
153	8/10/2016 10:27
152	8/10/2016 10:28
153	8/10/2016 10:30
154	8/10/2016 10:32
155	8/10/2016 10:38
156	8/10/2016 10:41
157	8/10/2016 10:45
158	8/10/2016 10:51
159	8/10/2016 10:58
160	8/10/2016 11:00
162	8/10/2016 11:02
163	8/10/2016 11:05
164	8/10/2016 11:06
165	8/10/2016 11:08
164	8/10/2016 11:13
165	8/10/2016 11:17
166	8/10/2016 11:20
167	8/10/2016 11:25
168	8/10/2016 11:33
170	8/10/2016 11:38
171	8/10/2016 11:39
170	8/10/2016 11:41
171	8/10/2016 11:43
173	8/10/2016 11:48
174	8/10/2016 12:08
172	8/10/2016 12:15
173	8/10/2016 12:16
174	8/10/2016 12:18
175	8/10/2016 12:20
174	8/10/2016 12:23
175	8/10/2016 12:23
176	8/10/2016 12:24
178	8/10/2016 12:27
177	8/10/2016 12:28
176	8/10/2016 12:31
175	8/10/2016 12:34
176	8/10/2016 12:39
177	8/10/2016 12:45
178	8/10/2016 12:48
179	8/10/2016 12:51
180	8/10/2016 13:01
179	8/10/2016 13:08
180	8/10/2016 13:09
181	8/10/2016 13:09
180	8/10/2016 13:16
181	8/10/2016 13:20
180	8/10/2016 13:21
178	8/10/2016 13:22
179	8/10/2016 13:26
180	8/10/2016 13:31
179	8/10/2016 13:33
177	8/10/2016 13:35
176	8/10/2016 13:40
175	8/10/2016 13:41
176	8/10/2016 13:41
177	8/10/2016 13:43
176	8/10/2016 13:45
175	8/10/2016 13:47
176	8/10/2016 13:48
175	8/10/2016 13:50
174	8/10/2016 13:55
175	8/10/2016 13:55
176	8/10/2016 13:58
177	8/10/2016 14:01
176	8/10/2016 14:05
175	8/10/2016 14:07
174	8/10/2016 14:08
175	8/10/2016 14:09
173	8/10/2016 14:11
174	8/10/2016 14:12
172	8/10/2016 14:14
171	8/10/2016 14:21
168	8/10/2016 14:22
169	8/10/2016 14:26
168	8/10/2016 14:27
169	8/10/2016 14:30
168	8/10/2016 14:33
166	8/10/2016 14:34
165	8/10/2016 14:36
164	8/10/2016 14:39
165	8/10/2016 14:40
166	8/10/2016 14:42
167	8/10/2016 14:50
164	8/10/2016 14:52
163	8/10/2016 14:57
165	8/10/2016 14:59
164	8/10/2016 15:00
165	8/10/2016 15:01
164	8/10/2016 15:03
167	8/10/2016 15:07
164	8/10/2016 15:16
163	8/10/2016 15:20
162	8/10/2016 15:21
160	8/10/2016 15:23
161	8/10/2016 15:28
160	8/10/2016 15:30
159	8/10/2016 15:32
158	8/10/2016 15:33
159	8/10/2016 15:35
157	8/10/2016 15:36
156	8/10/2016 15:38
158	8/10/2016 15:41
159	8/10/2016 15:47
158	8/10/2016 15:48
157	8/10/2016 15:50
158	8/10/2016 15:54
157	8/10/2016 15:54
156	8/10/2016 15:55
153	8/10/2016 15:56
152	8/10/2016 15:56
153	8/10/2016 16:00
154	8/10/2016 16:02
152	8/10/2016 16:03
151	8/10/2016 16:04
150	8/10/2016 16:06
149	8/10/2016 16:07
150	8/10/2016 16:09
151	8/10/2016 16:10
148	8/10/2016 16:12
147	8/10/2016 16:13
146	8/10/2016 16:16
145	8/10/2016 16:17
144	8/10/2016 16:21
143	8/10/2016 16:22
142	8/10/2016 16:23
141	8/10/2016 16:28
142	8/10/2016 16:34
143	8/10/2016 16:35
142	8/10/2016 16:37
143	8/10/2016 16:38
142	8/10/2016 16:39
141	8/10/2016 16:41
142	8/10/2016 16:42
141	8/10/2016 16:43
140	8/10/2016 16:46
139	8/10/2016 16:47
138	8/10/2016 16:50
137	8/10/2016 16:50
135	8/10/2016 16:51
133	8/10/2016 16:52
132	8/10/2016 16:54
131	8/10/2016 16:59
128	8/10/2016 17:01
127	8/10/2016 17:02
128	8/10/2016 17:03
127	8/10/2016 17:06
125	8/10/2016 17:09
122	8/10/2016 17:11
121	8/10/2016 17:12
120	8/10/2016 17:13
119	8/10/2016 17:16
118	8/10/2016 17:20
116	8/10/2016 17:21
117	8/10/2016 17:26
115	8/10/2016 17:30
114	8/10/2016 17:31
115	8/10/2016 17:33
112	8/10/2016 17:35
109	8/10/2016 17:36
107	8/10/2016 17:37
105	8/10/2016 17:38
104	8/10/2016 17:40
103	8/10/2016 17:40
101	8/10/2016 17:42
102	8/10/2016 17:44
100	8/10/2016 17:48
99	8/10/2016 17:48
98	8/10/2016 17:50
95	8/10/2016 17:53
93	8/10/2016 17:56
92	8/10/2016 17:57
91	8/10/2016 18:00
87	8/10/2016 18:02
86	8/10/2016 18:03
87	8/10/2016 18:03
85	8/10/2016 18:08
87	8/10/2016 18:09
84	8/10/2016 18:10
82	8/10/2016 18:12
80	8/10/2016 18:14
79	8/10/2016 18:15
78	8/10/2016 18:16
77	8/10/2016 18:17
76	8/10/2016 18:22
74	8/10/2016 18:23
71	8/10/2016 18:26
69	8/10/2016 18:32
68	8/10/2016 18:34
67	8/10/2016 18:36
66	8/10/2016 18:37
67	8/10/2016 18:42
66	8/10/2016 18:47
67	8/10/2016 18:48
68	8/10/2016 18:50
69	8/10/2016 18:54
68	8/10/2016 18:56
66	8/10/2016 18:58
65	8/10/2016 18:59
66	8/10/2016 19:00
64	8/10/2016 19:03
65	8/10/2016 19:05
64	8/10/2016 19:08
63	8/10/2016 19:09
60	8/10/2016 19:11
59	8/10/2016 19:12
58	8/10/2016 19:16
57	8/10/2016 19:17
56	8/10/2016 19:20
55	8/10/2016 19:21
54	8/10/2016 19:23
55	8/10/2016 19:30
53	8/10/2016 19:31
51	8/10/2016 19:34
50	8/10/2016 19:35
51	8/10/2016 19:36
50	8/10/2016 19:39
47	8/10/2016 19:41
46	8/10/2016 19:43
47	8/10/2016 19:43
46	8/10/2016 19:52
45	8/10/2016 19:54
44	8/10/2016 19:55
43	8/10/2016 20:01
42	8/10/2016 20:02
41	8/10/2016 20:14
39	8/10/2016 20:21
38	8/10/2016 20:22
37	8/10/2016 20:23
36	8/10/2016 20:30
35	8/10/2016 20:39
34	8/10/2016 20:43
37	8/10/2016 20:45
36	8/10/2016 20:47
37	8/10/2016 20:48
35	8/10/2016 20:49
33	8/10/2016 20:50
31	8/10/2016 20:52
30	8/10/2016 20:52
29	8/10/2016 20:55
28	8/10/2016 20:58
27	8/10/2016 21:00
29	8/10/2016 21:07
28	8/10/2016 21:09
27	8/10/2016 21:10
25	8/10/2016 21:17
26	8/10/2016 21:21
25	8/10/2016 21:36
24	8/10/2016 21:51
23	8/10/2016 21:57
22	8/10/2016 22:23
21	8/10/2016 22:24
22	8/10/2016 22:35
21	8/10/2016 22:37
20	8/10/2016 22:44
19	8/10/2016 22:50
18	8/10/2016 22:59
19	8/10/2016 23:01
20	8/10/2016 23:03
19	8/10/2016 23:08
18	8/10/2016 23:09
20	8/10/2016 23:54
18	8/10/2016 23:55
17	8/11/2016 0:00
16	8/11/2016 0:01
17	8/11/2016 0:13
16	8/11/2016 0:23
17	8/11/2016 0:35
16	8/11/2016 0:38
17	8/11/2016 1:10
16	8/11/2016 1:27
17	8/11/2016 1:29
16	8/11/2016 1:37
15	8/11/2016 1:38
16	8/11/2016 2:50
17	8/11/2016 5:36
18	8/11/2016 5:59
19	8/11/2016 6:17
20	8/11/2016 6:20
19	8/11/2016 6:21
20	8/11/2016 6:27
21	8/11/2016 6:28
22	8/11/2016 6:33
23	8/11/2016 6:39
24	8/11/2016 6:44
26	8/11/2016 6:49
28	8/11/2016 6:57
29	8/11/2016 7:00
31	8/11/2016 7:05
32	8/11/2016 7:11
33	8/11/2016 7:15
35	8/11/2016 7:18
37	8/11/2016 7:19
38	8/11/2016 7:21
40	8/11/2016 7:25
43	8/11/2016 7:27
42	8/11/2016 7:28
41	8/11/2016 7:32
43	8/11/2016 7:34
44	8/11/2016 7:36
45	8/11/2016 7:38
46	8/11/2016 7:41
48	8/11/2016 7:43
49	8/11/2016 7:44
51	8/11/2016 7:45
53	8/11/2016 7:46
54	8/11/2016 7:51
53	8/11/2016 7:52
54	8/11/2016 7:53
55	8/11/2016 7:54
56	8/11/2016 7:55
57	8/11/2016 7:57
58	8/11/2016 7:57
60	8/11/2016 8:00
59	8/11/2016 8:01
61	8/11/2016 8:02
62	8/11/2016 8:03
63	8/11/2016 8:04
65	8/11/2016 8:08
68	8/11/2016 8:12
72	8/11/2016 8:13
75	8/11/2016 8:15
76	8/11/2016 8:17
77	8/11/2016 8:20
80	8/11/2016 8:21
81	8/11/2016 8:22
85	8/11/2016 8:25
86	8/11/2016 8:26
87	8/11/2016 8:27
90	8/11/2016 8:28
93	8/11/2016 8:32
94	8/11/2016 8:36
95	8/11/2016 8:36
97	8/11/2016 8:37
99	8/11/2016 8:39
100	8/11/2016 8:40
101	8/11/2016 8:41
104	8/11/2016 8:43
108	8/11/2016 8:44
109	8/11/2016 8:45
112	8/11/2016 8:48
113	8/11/2016 8:49
115	8/11/2016 8:51
114	8/11/2016 8:53
115	8/11/2016 8:54
117	8/11/2016 8:55
116	8/11/2016 8:57
115	8/11/2016 8:57
114	8/11/2016 9:02
113	8/11/2016 9:04
115	8/11/2016 9:05
116	8/11/2016 9:07
117	8/11/2016 9:10
118	8/11/2016 9:12
119	8/11/2016 9:12
120	8/11/2016 9:17
121	8/11/2016 9:18
122	8/11/2016 9:18
121	8/11/2016 9:19
123	8/11/2016 9:21
124	8/11/2016 9:22
125	8/11/2016 9:24
127	8/11/2016 9:29
128	8/11/2016 9:30
129	8/11/2016 9:34
130	8/11/2016 9:37
131	8/11/2016 9:38
132	8/11/2016 9:40
134	8/11/2016 9:44
136	8/11/2016 9:47
137	8/11/2016 9:48
138	8/11/2016 9:50
139	8/11/2016 9:51
140	8/11/2016 9:52
141	8/11/2016 9:54
142	8/11/2016 9:58
146	8/11/2016 10:00
147	8/11/2016 10:01
149	8/11/2016 10:04
150	8/11/2016 10:05
151	8/11/2016 10:07
152	8/11/2016 10:09
153	8/11/2016 10:10
152	8/11/2016 10:11
154	8/11/2016 10:21
156	8/11/2016 10:23
157	8/11/2016 10:25
156	8/11/2016 10:30
155	8/11/2016 10:32
156	8/11/2016 10:33
157	8/11/2016 10:38
158	8/11/2016 10:47
159	8/11/2016 10:52
160	8/11/2016 10:56
161	8/11/2016 10:56
160	8/11/2016 11:03
162	8/11/2016 11:07
163	8/11/2016 11:09
164	8/11/2016 11:10
165	8/11/2016 11:13
166	8/11/2016 11:21
167	8/11/2016 11:24
168	8/11/2016 11:25
167	8/11/2016 11:29
169	8/11/2016 11:32
171	8/11/2016 11:38
170	8/11/2016 11:38
