auslastung	timestamp
66	2016-08-08 17:21:00
67	2016-08-08 17:23:00
66	2016-08-08 17:29:00
65	2016-08-08 17:31:00
63	2016-08-08 17:33:00
62	2016-08-08 17:34:00
61	2016-08-08 17:36:00
60	2016-08-08 17:39:00
61	2016-08-08 17:39:00
60	2016-08-08 17:41:00
59	2016-08-08 17:43:00
58	2016-08-08 17:44:00
55	2016-08-08 17:46:00
54	2016-08-08 17:48:00
53	2016-08-08 17:50:00
52	2016-08-08 17:51:00
51	2016-08-08 17:56:00
50	2016-08-08 18:01:00
49	2016-08-08 18:06:00
48	2016-08-08 18:11:00
49	2016-08-08 18:13:00
47	2016-08-08 18:13:00
46	2016-08-08 18:17:00
45	2016-08-08 18:19:00
44	2016-08-08 18:21:00
42	2016-08-08 18:25:00
40	2016-08-08 18:26:00
41	2016-08-08 18:27:00
42	2016-08-08 18:30:00
41	2016-08-08 18:34:00
40	2016-08-08 18:35:00
39	2016-08-08 18:39:00
38	2016-08-08 18:40:00
39	2016-08-08 18:40:00
40	2016-08-08 18:43:00
39	2016-08-08 18:43:00
38	2016-08-08 18:46:00
36	2016-08-08 18:48:00
35	2016-08-08 18:51:00
34	2016-08-08 18:51:00
35	2016-08-08 18:54:00
34	2016-08-08 18:55:00
35	2016-08-08 19:00:00
37	2016-08-08 19:01:00
35	2016-08-08 19:02:00
34	2016-08-08 19:05:00
33	2016-08-08 19:06:00
32	2016-08-08 19:09:00
31	2016-08-08 19:10:00
30	2016-08-08 19:14:00
29	2016-08-08 19:15:00
28	2016-08-08 19:16:00
27	2016-08-08 19:21:00
28	2016-08-08 19:23:00
29	2016-08-08 19:26:00
28	2016-08-08 19:30:00
27	2016-08-08 19:32:00
26	2016-08-08 19:39:00
25	2016-08-08 19:40:00
24	2016-08-08 19:48:00
23	2016-08-08 19:51:00
24	2016-08-08 19:58:00
23	2016-08-08 20:00:00
22	2016-08-08 20:02:00
23	2016-08-08 20:12:00
22	2016-08-08 20:29:00
21	2016-08-08 20:32:00
22	2016-08-08 20:44:00
21	2016-08-08 20:54:00
19	2016-08-08 20:56:00
18	2016-08-08 21:11:00
17	2016-08-08 21:24:00
18	2016-08-08 21:25:00
19	2016-08-08 21:28:00
18	2016-08-08 21:30:00
16	2016-08-08 21:32:00
15	2016-08-08 21:40:00
14	2016-08-08 21:50:00
13	2016-08-08 21:58:00
12	2016-08-08 22:01:00
13	2016-08-08 22:18:00
12	2016-08-08 22:19:00
11	2016-08-08 22:29:00
10	2016-08-08 22:30:00
9	2016-08-08 22:32:00
8	2016-08-08 22:40:00
7	2016-08-08 22:49:00
6	2016-08-08 22:50:00
7	2016-08-08 23:06:00
6	2016-08-08 23:35:00
5	2016-08-09 00:18:00
6	2016-08-09 00:29:00
5	2016-08-09 00:40:00
4	2016-08-09 01:33:00
5	2016-08-09 02:37:00
6	2016-08-09 03:18:00
5	2016-08-09 03:19:00
4	2016-08-09 03:20:00
3	2016-08-09 04:59:00
4	2016-08-09 06:26:00
5	2016-08-09 06:34:00
6	2016-08-09 06:40:00
8	2016-08-09 06:42:00
9	2016-08-09 06:46:00
10	2016-08-09 06:48:00
11	2016-08-09 07:01:00
12	2016-08-09 07:06:00
13	2016-08-09 07:07:00
14	2016-08-09 07:09:00
15	2016-08-09 07:10:00
17	2016-08-09 07:12:00
19	2016-08-09 07:13:00
20	2016-08-09 07:15:00
21	2016-08-09 07:22:00
22	2016-08-09 07:25:00
23	2016-08-09 07:26:00
24	2016-08-09 07:28:00
25	2016-08-09 07:33:00
26	2016-08-09 07:35:00
28	2016-08-09 07:39:00
29	2016-08-09 07:40:00
30	2016-08-09 07:41:00
31	2016-08-09 07:43:00
33	2016-08-09 07:48:00
34	2016-08-09 07:49:00
35	2016-08-09 07:50:00
36	2016-08-09 07:52:00
37	2016-08-09 07:54:00
38	2016-08-09 07:55:00
39	2016-08-09 07:56:00
40	2016-08-09 07:58:00
41	2016-08-09 07:59:00
44	2016-08-09 08:00:00
47	2016-08-09 08:02:00
49	2016-08-09 08:05:00
50	2016-08-09 08:06:00
52	2016-08-09 08:09:00
54	2016-08-09 08:10:00
55	2016-08-09 08:12:00
56	2016-08-09 08:13:00
57	2016-08-09 08:16:00
59	2016-08-09 08:17:00
60	2016-08-09 08:18:00
62	2016-08-09 08:19:00
63	2016-08-09 08:20:00
64	2016-08-09 08:25:00
65	2016-08-09 08:26:00
66	2016-08-09 08:27:00
67	2016-08-09 08:29:00
68	2016-08-09 08:30:00
70	2016-08-09 08:31:00
74	2016-08-09 08:32:00
76	2016-08-09 08:37:00
78	2016-08-09 08:39:00
79	2016-08-09 08:40:00
80	2016-08-09 08:41:00
81	2016-08-09 08:42:00
84	2016-08-09 08:43:00
87	2016-08-09 08:47:00
90	2016-08-09 08:48:00
92	2016-08-09 08:51:00
94	2016-08-09 08:52:00
93	2016-08-09 08:54:00
94	2016-08-09 08:56:00
95	2016-08-09 08:56:00
93	2016-08-09 08:58:00
94	2016-08-09 08:59:00
95	2016-08-09 09:00:00
97	2016-08-09 09:02:00
100	2016-08-09 09:09:00
101	2016-08-09 09:12:00
103	2016-08-09 09:14:00
106	2016-08-09 09:21:00
105	2016-08-09 09:23:00
107	2016-08-09 09:24:00
108	2016-08-09 09:25:00
109	2016-08-09 09:29:00
110	2016-08-09 09:30:00
111	2016-08-09 09:32:00
112	2016-08-09 09:36:00
114	2016-08-09 09:39:00
115	2016-08-09 09:47:00
114	2016-08-09 09:51:00
115	2016-08-09 09:59:00
114	2016-08-09 10:00:00
113	2016-08-09 10:08:00
114	2016-08-09 10:09:00
115	2016-08-09 10:10:00
114	2016-08-09 10:11:00
115	2016-08-09 10:13:00
114	2016-08-09 10:14:00
115	2016-08-09 10:19:00
116	2016-08-09 10:26:00
117	2016-08-09 10:29:00
118	2016-08-09 10:30:00
119	2016-08-09 10:33:00
120	2016-08-09 10:38:00
121	2016-08-09 10:40:00
122	2016-08-09 10:43:00
123	2016-08-09 10:46:00
122	2016-08-09 10:50:00
123	2016-08-09 10:55:00
124	2016-08-09 10:59:00
123	2016-08-09 11:02:00
125	2016-08-09 11:05:00
124	2016-08-09 11:06:00
123	2016-08-09 11:08:00
124	2016-08-09 11:09:00
125	2016-08-09 11:14:00
126	2016-08-09 11:19:00
129	2016-08-09 11:21:00
128	2016-08-09 11:23:00
129	2016-08-09 11:24:00
128	2016-08-09 11:36:00
127	2016-08-09 11:43:00
126	2016-08-09 11:44:00
127	2016-08-09 11:45:00
126	2016-08-09 11:46:00
127	2016-08-09 11:54:00
129	2016-08-09 11:56:00
130	2016-08-09 12:01:00
129	2016-08-09 12:04:00
130	2016-08-09 12:07:00
131	2016-08-09 12:09:00
132	2016-08-09 12:13:00
131	2016-08-09 12:15:00
132	2016-08-09 12:24:00
133	2016-08-09 12:27:00
134	2016-08-09 12:27:00
135	2016-08-09 12:29:00
134	2016-08-09 12:29:00
137	2016-08-09 12:32:00
136	2016-08-09 12:34:00
137	2016-08-09 12:35:00
138	2016-08-09 12:41:00
137	2016-08-09 12:41:00
136	2016-08-09 12:44:00
137	2016-08-09 12:47:00
136	2016-08-09 12:50:00
135	2016-08-09 12:54:00
134	2016-08-09 12:55:00
135	2016-08-09 12:59:00
134	2016-08-09 13:02:00
133	2016-08-09 13:03:00
132	2016-08-09 13:07:00
133	2016-08-09 13:09:00
132	2016-08-09 13:11:00
133	2016-08-09 13:14:00
132	2016-08-09 13:20:00
131	2016-08-09 13:20:00
130	2016-08-09 13:24:00
131	2016-08-09 13:25:00
130	2016-08-09 13:33:00
129	2016-08-09 13:35:00
128	2016-08-09 13:36:00
127	2016-08-09 13:40:00
169	2016-08-09 13:47:00
168	2016-08-09 13:51:00
166	2016-08-09 13:52:00
165	2016-08-09 13:53:00
166	2016-08-09 13:54:00
165	2016-08-09 14:01:00
163	2016-08-09 14:03:00
162	2016-08-09 14:03:00
163	2016-08-09 14:05:00
162	2016-08-09 14:10:00
161	2016-08-09 14:14:00
162	2016-08-09 14:15:00
163	2016-08-09 14:19:00
162	2016-08-09 14:20:00
161	2016-08-09 14:22:00
162	2016-08-09 14:27:00
161	2016-08-09 14:30:00
160	2016-08-09 14:33:00
159	2016-08-09 14:40:00
160	2016-08-09 14:42:00
159	2016-08-09 14:43:00
158	2016-08-09 14:45:00
157	2016-08-09 14:52:00
155	2016-08-09 14:53:00
154	2016-08-09 14:56:00
153	2016-08-09 14:57:00
152	2016-08-09 15:02:00
153	2016-08-09 15:05:00
154	2016-08-09 15:08:00
153	2016-08-09 15:10:00
152	2016-08-09 15:11:00
153	2016-08-09 15:12:00
152	2016-08-09 15:16:00
151	2016-08-09 15:19:00
150	2016-08-09 15:20:00
149	2016-08-09 15:21:00
148	2016-08-09 15:22:00
149	2016-08-09 15:23:00
148	2016-08-09 15:30:00
147	2016-08-09 15:33:00
146	2016-08-09 15:35:00
147	2016-08-09 15:38:00
148	2016-08-09 15:42:00
149	2016-08-09 15:44:00
148	2016-08-09 15:46:00
146	2016-08-09 15:47:00
145	2016-08-09 15:49:00
147	2016-08-09 15:50:00
148	2016-08-09 15:51:00
147	2016-08-09 15:51:00
146	2016-08-09 15:52:00
145	2016-08-09 15:54:00
144	2016-08-09 15:58:00
141	2016-08-09 15:59:00
139	2016-08-09 16:00:00
137	2016-08-09 16:02:00
136	2016-08-09 16:03:00
135	2016-08-09 16:04:00
133	2016-08-09 16:07:00
132	2016-08-09 16:09:00
131	2016-08-09 16:09:00
130	2016-08-09 16:12:00
131	2016-08-09 16:14:00
130	2016-08-09 16:15:00
129	2016-08-09 16:19:00
127	2016-08-09 16:22:00
126	2016-08-09 16:27:00
125	2016-08-09 16:31:00
124	2016-08-09 16:32:00
125	2016-08-09 16:33:00
124	2016-08-09 16:34:00
125	2016-08-09 16:35:00
124	2016-08-09 16:41:00
123	2016-08-09 16:43:00
122	2016-08-09 16:44:00
120	2016-08-09 16:45:00
119	2016-08-09 16:46:00
120	2016-08-09 16:48:00
119	2016-08-09 16:52:00
117	2016-08-09 16:57:00
116	2016-08-09 16:58:00
117	2016-08-09 16:59:00
116	2016-08-09 17:00:00
115	2016-08-09 17:04:00
114	2016-08-09 17:05:00
115	2016-08-09 17:06:00
114	2016-08-09 17:09:00
113	2016-08-09 17:12:00
112	2016-08-09 17:12:00
111	2016-08-09 17:16:00
112	2016-08-09 17:18:00
111	2016-08-09 17:21:00
109	2016-08-09 17:23:00
110	2016-08-09 17:24:00
111	2016-08-09 17:25:00
110	2016-08-09 17:29:00
109	2016-08-09 17:33:00
108	2016-08-09 17:38:00
107	2016-08-09 17:40:00
104	2016-08-09 17:42:00
103	2016-08-09 17:43:00
101	2016-08-09 17:48:00
99	2016-08-09 17:54:00
98	2016-08-09 17:56:00
97	2016-08-09 17:57:00
94	2016-08-09 18:06:00
90	2016-08-09 18:07:00
87	2016-08-09 18:09:00
86	2016-08-09 18:11:00
85	2016-08-09 18:12:00
83	2016-08-09 18:15:00
82	2016-08-09 18:16:00
83	2016-08-09 18:17:00
80	2016-08-09 18:18:00
78	2016-08-09 18:23:00
77	2016-08-09 18:23:00
78	2016-08-09 18:26:00
76	2016-08-09 18:27:00
75	2016-08-09 18:30:00
73	2016-08-09 18:31:00
71	2016-08-09 18:34:00
70	2016-08-09 18:38:00
69	2016-08-09 18:38:00
68	2016-08-09 18:39:00
67	2016-08-09 18:40:00
65	2016-08-09 18:45:00
64	2016-08-09 18:47:00
65	2016-08-09 18:48:00
64	2016-08-09 18:49:00
61	2016-08-09 18:50:00
60	2016-08-09 18:51:00
59	2016-08-09 18:51:00
60	2016-08-09 18:54:00
58	2016-08-09 18:57:00
57	2016-08-09 18:57:00
56	2016-08-09 18:59:00
57	2016-08-09 19:00:00
56	2016-08-09 19:03:00
55	2016-08-09 19:06:00
54	2016-08-09 19:08:00
53	2016-08-09 19:19:00
52	2016-08-09 19:21:00
51	2016-08-09 19:21:00
49	2016-08-09 19:23:00
50	2016-08-09 19:24:00
48	2016-08-09 19:29:00
45	2016-08-09 19:31:00
44	2016-08-09 19:32:00
45	2016-08-09 19:34:00
46	2016-08-09 19:39:00
44	2016-08-09 19:40:00
43	2016-08-09 19:45:00
42	2016-08-09 19:45:00
40	2016-08-09 19:51:00
39	2016-08-09 19:52:00
40	2016-08-09 19:54:00
41	2016-08-09 19:58:00
42	2016-08-09 20:05:00
41	2016-08-09 20:10:00
38	2016-08-09 20:19:00
37	2016-08-09 20:22:00
36	2016-08-09 20:30:00
35	2016-08-09 20:36:00
34	2016-08-09 20:40:00
33	2016-08-09 20:42:00
34	2016-08-09 20:45:00
35	2016-08-09 20:49:00
34	2016-08-09 20:55:00
33	2016-08-09 21:00:00
32	2016-08-09 21:01:00
28	2016-08-09 21:11:00
27	2016-08-09 21:20:00
26	2016-08-09 21:21:00
25	2016-08-09 21:22:00
24	2016-08-09 21:29:00
25	2016-08-09 21:32:00
24	2016-08-09 21:39:00
23	2016-08-09 21:41:00
22	2016-08-09 21:51:00
23	2016-08-09 22:09:00
22	2016-08-09 22:09:00
23	2016-08-09 22:13:00
24	2016-08-09 22:16:00
22	2016-08-09 22:19:00
21	2016-08-09 22:20:00
20	2016-08-09 22:21:00
18	2016-08-09 22:30:00
16	2016-08-09 22:33:00
15	2016-08-09 22:37:00
16	2016-08-09 22:49:00
17	2016-08-09 22:55:00
16	2016-08-09 22:57:00
15	2016-08-09 22:59:00
13	2016-08-09 23:08:00
14	2016-08-09 23:10:00
13	2016-08-09 23:14:00
12	2016-08-09 23:26:00
13	2016-08-09 23:30:00
12	2016-08-09 23:34:00
11	2016-08-09 23:39:00
10	2016-08-10 00:20:00
9	2016-08-10 00:24:00
10	2016-08-10 00:40:00
9	2016-08-10 01:55:00
10	2016-08-10 02:41:00
9	2016-08-10 04:00:00
10	2016-08-10 06:19:00
11	2016-08-10 06:21:00
10	2016-08-10 06:22:00
11	2016-08-10 06:27:00
12	2016-08-10 06:28:00
13	2016-08-10 06:31:00
14	2016-08-10 06:44:00
15	2016-08-10 06:46:00
17	2016-08-10 06:57:00
18	2016-08-10 07:01:00
19	2016-08-10 07:03:00
20	2016-08-10 07:10:00
21	2016-08-10 07:14:00
22	2016-08-10 07:15:00
24	2016-08-10 07:18:00
25	2016-08-10 07:19:00
26	2016-08-10 07:22:00
27	2016-08-10 07:24:00
28	2016-08-10 07:25:00
29	2016-08-10 07:28:00
30	2016-08-10 07:29:00
31	2016-08-10 07:31:00
34	2016-08-10 07:42:00
37	2016-08-10 07:47:00
38	2016-08-10 07:47:00
39	2016-08-10 07:51:00
40	2016-08-10 07:52:00
39	2016-08-10 07:54:00
42	2016-08-10 07:55:00
43	2016-08-10 07:56:00
45	2016-08-10 07:59:00
46	2016-08-10 08:00:00
45	2016-08-10 08:00:00
46	2016-08-10 08:03:00
49	2016-08-10 08:04:00
53	2016-08-10 08:06:00
57	2016-08-10 08:09:00
58	2016-08-10 08:10:00
62	2016-08-10 08:12:00
63	2016-08-10 08:12:00
65	2016-08-10 08:13:00
68	2016-08-10 08:15:00
70	2016-08-10 08:17:00
71	2016-08-10 08:18:00
74	2016-08-10 08:19:00
73	2016-08-10 08:21:00
77	2016-08-10 08:22:00
78	2016-08-10 08:24:00
80	2016-08-10 08:25:00
83	2016-08-10 08:27:00
84	2016-08-10 08:28:00
85	2016-08-10 08:29:00
90	2016-08-10 08:29:00
91	2016-08-10 08:30:00
92	2016-08-10 08:31:00
93	2016-08-10 08:33:00
96	2016-08-10 08:35:00
97	2016-08-10 08:36:00
98	2016-08-10 08:37:00
99	2016-08-10 08:38:00
103	2016-08-10 08:39:00
104	2016-08-10 08:40:00
105	2016-08-10 08:42:00
107	2016-08-10 08:43:00
108	2016-08-10 08:44:00
109	2016-08-10 08:45:00
110	2016-08-10 08:46:00
111	2016-08-10 08:47:00
112	2016-08-10 08:48:00
111	2016-08-10 08:50:00
114	2016-08-10 08:52:00
113	2016-08-10 08:53:00
114	2016-08-10 08:55:00
113	2016-08-10 08:56:00
115	2016-08-10 08:58:00
113	2016-08-10 09:00:00
114	2016-08-10 09:02:00
115	2016-08-10 09:06:00
119	2016-08-10 09:08:00
120	2016-08-10 09:09:00
119	2016-08-10 09:10:00
120	2016-08-10 09:12:00
123	2016-08-10 09:15:00
124	2016-08-10 09:17:00
126	2016-08-10 09:18:00
127	2016-08-10 09:19:00
126	2016-08-10 09:20:00
127	2016-08-10 09:22:00
128	2016-08-10 09:23:00
131	2016-08-10 09:27:00
132	2016-08-10 09:29:00
134	2016-08-10 09:32:00
135	2016-08-10 09:33:00
136	2016-08-10 09:38:00
137	2016-08-10 09:40:00
139	2016-08-10 09:45:00
140	2016-08-10 09:45:00
141	2016-08-10 09:47:00
142	2016-08-10 09:49:00
143	2016-08-10 09:51:00
144	2016-08-10 09:52:00
145	2016-08-10 09:55:00
146	2016-08-10 09:56:00
148	2016-08-10 10:00:00
149	2016-08-10 10:08:00
150	2016-08-10 10:08:00
151	2016-08-10 10:10:00
152	2016-08-10 10:12:00
153	2016-08-10 10:16:00
152	2016-08-10 10:20:00
153	2016-08-10 10:21:00
152	2016-08-10 10:22:00
153	2016-08-10 10:24:00
154	2016-08-10 10:26:00
153	2016-08-10 10:27:00
152	2016-08-10 10:28:00
153	2016-08-10 10:30:00
154	2016-08-10 10:32:00
155	2016-08-10 10:38:00
156	2016-08-10 10:41:00
157	2016-08-10 10:45:00
158	2016-08-10 10:51:00
159	2016-08-10 10:58:00
160	2016-08-10 11:00:00
162	2016-08-10 11:02:00
163	2016-08-10 11:05:00
164	2016-08-10 11:06:00
165	2016-08-10 11:08:00
164	2016-08-10 11:13:00
165	2016-08-10 11:17:00
166	2016-08-10 11:20:00
167	2016-08-10 11:25:00
168	2016-08-10 11:33:00
170	2016-08-10 11:38:00
171	2016-08-10 11:39:00
170	2016-08-10 11:41:00
171	2016-08-10 11:43:00
173	2016-08-10 11:48:00
174	2016-08-10 12:08:00
172	2016-08-10 12:15:00
173	2016-08-10 12:16:00
174	2016-08-10 12:18:00
175	2016-08-10 12:20:00
174	2016-08-10 12:23:00
175	2016-08-10 12:23:00
176	2016-08-10 12:24:00
178	2016-08-10 12:27:00
177	2016-08-10 12:28:00
176	2016-08-10 12:31:00
175	2016-08-10 12:34:00
176	2016-08-10 12:39:00
177	2016-08-10 12:45:00
178	2016-08-10 12:48:00
179	2016-08-10 12:51:00
180	2016-08-10 13:01:00
179	2016-08-10 13:08:00
180	2016-08-10 13:09:00
181	2016-08-10 13:09:00
180	2016-08-10 13:16:00
181	2016-08-10 13:20:00
180	2016-08-10 13:21:00
178	2016-08-10 13:22:00
179	2016-08-10 13:26:00
180	2016-08-10 13:31:00
179	2016-08-10 13:33:00
177	2016-08-10 13:35:00
176	2016-08-10 13:40:00
175	2016-08-10 13:41:00
176	2016-08-10 13:41:00
177	2016-08-10 13:43:00
176	2016-08-10 13:45:00
175	2016-08-10 13:47:00
176	2016-08-10 13:48:00
175	2016-08-10 13:50:00
174	2016-08-10 13:55:00
175	2016-08-10 13:55:00
176	2016-08-10 13:58:00
177	2016-08-10 14:01:00
176	2016-08-10 14:05:00
175	2016-08-10 14:07:00
174	2016-08-10 14:08:00
175	2016-08-10 14:09:00
173	2016-08-10 14:11:00
174	2016-08-10 14:12:00
172	2016-08-10 14:14:00
171	2016-08-10 14:21:00
168	2016-08-10 14:22:00
169	2016-08-10 14:26:00
168	2016-08-10 14:27:00
169	2016-08-10 14:30:00
168	2016-08-10 14:33:00
166	2016-08-10 14:34:00
165	2016-08-10 14:36:00
164	2016-08-10 14:39:00
165	2016-08-10 14:40:00
166	2016-08-10 14:42:00
167	2016-08-10 14:50:00
164	2016-08-10 14:52:00
163	2016-08-10 14:57:00
165	2016-08-10 14:59:00
164	2016-08-10 15:00:00
165	2016-08-10 15:01:00
164	2016-08-10 15:03:00
167	2016-08-10 15:07:00
164	2016-08-10 15:16:00
163	2016-08-10 15:20:00
162	2016-08-10 15:21:00
160	2016-08-10 15:23:00
161	2016-08-10 15:28:00
160	2016-08-10 15:30:00
159	2016-08-10 15:32:00
158	2016-08-10 15:33:00
159	2016-08-10 15:35:00
157	2016-08-10 15:36:00
156	2016-08-10 15:38:00
158	2016-08-10 15:41:00
159	2016-08-10 15:47:00
158	2016-08-10 15:48:00
157	2016-08-10 15:50:00
158	2016-08-10 15:54:00
157	2016-08-10 15:54:00
156	2016-08-10 15:55:00
153	2016-08-10 15:56:00
152	2016-08-10 15:56:00
153	2016-08-10 16:00:00
154	2016-08-10 16:02:00
152	2016-08-10 16:03:00
151	2016-08-10 16:04:00
150	2016-08-10 16:06:00
149	2016-08-10 16:07:00
150	2016-08-10 16:09:00
151	2016-08-10 16:10:00
148	2016-08-10 16:12:00
147	2016-08-10 16:13:00
146	2016-08-10 16:16:00
145	2016-08-10 16:17:00
144	2016-08-10 16:21:00
143	2016-08-10 16:22:00
142	2016-08-10 16:23:00
141	2016-08-10 16:28:00
142	2016-08-10 16:34:00
143	2016-08-10 16:35:00
142	2016-08-10 16:37:00
143	2016-08-10 16:38:00
142	2016-08-10 16:39:00
141	2016-08-10 16:41:00
142	2016-08-10 16:42:00
141	2016-08-10 16:43:00
140	2016-08-10 16:46:00
139	2016-08-10 16:47:00
138	2016-08-10 16:50:00
137	2016-08-10 16:50:00
135	2016-08-10 16:51:00
133	2016-08-10 16:52:00
132	2016-08-10 16:54:00
131	2016-08-10 16:59:00
128	2016-08-10 17:01:00
127	2016-08-10 17:02:00
128	2016-08-10 17:03:00
127	2016-08-10 17:06:00
125	2016-08-10 17:09:00
122	2016-08-10 17:11:00
121	2016-08-10 17:12:00
120	2016-08-10 17:13:00
119	2016-08-10 17:16:00
118	2016-08-10 17:20:00
116	2016-08-10 17:21:00
117	2016-08-10 17:26:00
115	2016-08-10 17:30:00
114	2016-08-10 17:31:00
115	2016-08-10 17:33:00
112	2016-08-10 17:35:00
109	2016-08-10 17:36:00
107	2016-08-10 17:37:00
105	2016-08-10 17:38:00
104	2016-08-10 17:40:00
103	2016-08-10 17:40:00
101	2016-08-10 17:42:00
102	2016-08-10 17:44:00
100	2016-08-10 17:48:00
99	2016-08-10 17:48:00
98	2016-08-10 17:50:00
95	2016-08-10 17:53:00
93	2016-08-10 17:56:00
92	2016-08-10 17:57:00
91	2016-08-10 18:00:00
87	2016-08-10 18:02:00
86	2016-08-10 18:03:00
87	2016-08-10 18:03:00
85	2016-08-10 18:08:00
87	2016-08-10 18:09:00
84	2016-08-10 18:10:00
82	2016-08-10 18:12:00
80	2016-08-10 18:14:00
79	2016-08-10 18:15:00
78	2016-08-10 18:16:00
77	2016-08-10 18:17:00
76	2016-08-10 18:22:00
74	2016-08-10 18:23:00
71	2016-08-10 18:26:00
69	2016-08-10 18:32:00
68	2016-08-10 18:34:00
67	2016-08-10 18:36:00
66	2016-08-10 18:37:00
67	2016-08-10 18:42:00
66	2016-08-10 18:47:00
67	2016-08-10 18:48:00
68	2016-08-10 18:50:00
69	2016-08-10 18:54:00
68	2016-08-10 18:56:00
66	2016-08-10 18:58:00
65	2016-08-10 18:59:00
66	2016-08-10 19:00:00
64	2016-08-10 19:03:00
65	2016-08-10 19:05:00
64	2016-08-10 19:08:00
63	2016-08-10 19:09:00
60	2016-08-10 19:11:00
59	2016-08-10 19:12:00
58	2016-08-10 19:16:00
57	2016-08-10 19:17:00
56	2016-08-10 19:20:00
55	2016-08-10 19:21:00
54	2016-08-10 19:23:00
55	2016-08-10 19:30:00
53	2016-08-10 19:31:00
51	2016-08-10 19:34:00
50	2016-08-10 19:35:00
51	2016-08-10 19:36:00
50	2016-08-10 19:39:00
47	2016-08-10 19:41:00
46	2016-08-10 19:43:00
47	2016-08-10 19:43:00
46	2016-08-10 19:52:00
45	2016-08-10 19:54:00
44	2016-08-10 19:55:00
43	2016-08-10 20:01:00
42	2016-08-10 20:02:00
41	2016-08-10 20:14:00
39	2016-08-10 20:21:00
38	2016-08-10 20:22:00
37	2016-08-10 20:23:00
36	2016-08-10 20:30:00
35	2016-08-10 20:39:00
34	2016-08-10 20:43:00
37	2016-08-10 20:45:00
36	2016-08-10 20:47:00
37	2016-08-10 20:48:00
35	2016-08-10 20:49:00
33	2016-08-10 20:50:00
31	2016-08-10 20:52:00
30	2016-08-10 20:52:00
29	2016-08-10 20:55:00
28	2016-08-10 20:58:00
27	2016-08-10 21:00:00
29	2016-08-10 21:07:00
28	2016-08-10 21:09:00
27	2016-08-10 21:10:00
25	2016-08-10 21:17:00
26	2016-08-10 21:21:00
25	2016-08-10 21:36:00
24	2016-08-10 21:51:00
23	2016-08-10 21:57:00
22	2016-08-10 22:23:00
21	2016-08-10 22:24:00
22	2016-08-10 22:35:00
21	2016-08-10 22:37:00
20	2016-08-10 22:44:00
19	2016-08-10 22:50:00
18	2016-08-10 22:59:00
19	2016-08-10 23:01:00
20	2016-08-10 23:03:00
19	2016-08-10 23:08:00
18	2016-08-10 23:09:00
20	2016-08-10 23:54:00
18	2016-08-10 23:55:00
17	2016-08-11 00:00:00
